epoch,phase,steps,nr_games,average_reward,min_game_reward,max_game_reward,last_exploration_rate,total_train_steps,replay_memory_count,meanq,meancost,weight_updates,total_time,epoch_time,steps_per_second
96,train,250000,127,15.653543307086613,9,20,0.1,24000000,1000000,1.4284,3.60779724042e-06,6000000,226116.62337599997,2003.1366419999977,124.80426684741374
96,test,125000,70,17.84285714285715,11,21,0.05,24000000,1000000,1.4284,0,6000000,226464.679392,348.0321300000069,359.1622417160092
97,train,250000,124,15.201612903225802,6,21,0.1,24250000,1000000,1.21706,3.59442829535e-06,6062500,228468.59545499997,2003.9139739999955,124.75585441473675
97,test,125000,72,18.638888888888886,14,21,0.05,24250000,1000000,1.21706,0,6062500,228817.97853,349.36024700000416,357.79686175914145
98,train,250000,127,15.425196850393704,1,21,0.1,24500000,1000000,1.3683,3.55373945322e-06,6125000,230815.36716999998,1997.3867049999826,125.16354463268652
98,test,125000,72,18.402777777777775,14,21,0.05,24500000,1000000,1.3683,0,6125000,231163.68167199998,348.29540299999644,358.8907545816827
99,train,250000,125,15.36,7,21,0.1,24750000,1000000,1.33794,3.33674240326e-06,6187500,233165.033523,2001.3497340000176,124.91569851728764
99,test,125000,69,18.3768115942029,15,21,0.05,24750000,1000000,1.33794,0,6187500,233513.09094899998,348.034244999988,359.16005909132394
100,train,250000,126,15.357142857142858,8,20,0.1,25000000,1000000,1.28363,3.20370534463e-06,6250000,235499.515594,1986.4224170000234,125.85439927604132
100,test,125000,72,18.611111111111107,14,21,0.05,25000000,1000000,1.28363,0,6250000,235847.663111,348.1247560000047,359.0666789580409
101,train,250000,129,15.852713178294575,8,21,0.1,25250000,1000000,1.52184,3.07427829459e-06,6312500,237839.18897599998,1991.523744999984,125.5320207090988
101,test,125000,73,18.57534246575343,15,21,0.05,25250000,1000000,1.52184,0,6312500,238187.78983,348.58056000000215,358.5971633070967
102,train,250000,126,15.642857142857144,8,20,0.1,25500000,1000000,1.33763,2.95488210414e-06,6375000,240361.783252,2173.9914040000003,114.9958548778144
102,test,125000,72,18.680555555555557,16,21,0.05,25500000,1000000,1.33763,0,6375000,240876.25186699998,514.4520429999975,242.97697268548043
103,train,250000,128,15.48437500000001,6,21,0.1,25750000,1000000,1.26597,2.85479209878e-06,6437500,243109.295453,2233.0415330000105,111.95492618721428
103,test,125000,73,18.698630136986303,15,21,0.05,25750000,1000000,1.26597,0,6437500,243457.719721,348.3757110000006,358.80802264082007
104,train,250000,127,15.448818897637796,5,20,0.1,26000000,1000000,1.40981,2.70103884624e-06,6500000,245456.62896099998,1998.9072489999817,125.0683342736741
104,test,125000,71,18.619718309859156,15,21,0.05,26000000,1000000,1.40981,0,6500000,245805.311445,348.6672110000218,358.5080445089292
105,train,250000,128,15.820312500000002,10,20,0.1,26250000,1000000,1.21037,2.91463481726e-06,6562500,247807.358827,2002.0453679999919,124.87229510175666
105,test,125000,71,18.5774647887324,10,21,0.05,26250000,1000000,1.21037,0,6562500,248156.185948,348.8029899999965,358.36848760958515
106,train,250000,131,16.21374045801527,6,21,0.1,26500000,1000000,1.31526,2.80672387034e-06,6625000,250159.37543699998,2003.1873939999787,124.80110485359947
106,test,125000,71,18.408450704225345,15,21,0.05,26500000,1000000,1.31526,0,6625000,250508.111653,348.719053000008,358.45474723744775
107,train,250000,126,15.16666666666667,5,21,0.1,26750000,1000000,1.34997,2.66631656256e-06,6687500,252508.89666199998,2000.782812999998,124.9510933298887
107,test,125000,70,18.000000000000007,13,21,0.05,26750000,1000000,1.34997,0,6687500,252857.36400499998,348.44389900000533,358.7378064553172
108,train,250000,128,15.687499999999998,5,20,0.1,27000000,1000000,1.28568,2.7009087398e-06,6750000,254852.763479,1995.3973680000054,125.28832803391737
108,test,125000,72,18.52777777777777,15,21,0.05,27000000,1000000,1.28568,0,6750000,255201.18947399998,348.4040950000053,358.7787910472123
109,train,250000,127,15.700787401574805,8,21,0.1,27250000,1000000,1.37284,2.65462749201e-06,6812500,257198.706621,1997.515080000012,125.1555007034032
109,test,125000,74,18.770270270270274,14,21,0.05,27250000,1000000,1.37284,0,6812500,257547.272901,348.54481799999485,358.63393613845625
110,train,250000,126,15.404761904761905,9,20,0.1,27500000,1000000,1.27408,2.71704922974e-06,6875000,259542.07716299998,1994.8021460000018,125.32571237769251
110,test,125000,72,18.305555555555554,-1,21,0.05,27500000,1000000,1.27408,0,6875000,259890.49654,348.39589099999284,358.7872395429674
111,train,250000,127,15.472440944881889,8,21,0.1,27750000,1000000,1.23307,2.68869550533e-06,6937500,261889.060803,1998.562132000021,125.08993140474323
111,test,125000,71,18.521126760563384,15,21,0.05,27750000,1000000,1.23307,0,6937500,262238.056775,348.9730100000161,358.19389012346323
112,train,250000,127,15.732283464566935,8,21,0.1,28000000,1000000,1.23738,2.77506977759e-06,7000000,264242.178073,2004.1192320000264,124.74307716238548
112,test,125000,73,18.65753424657534,15,21,0.05,28000000,1000000,1.23738,0,7000000,264590.809238,348.61245300003793,358.56435685040316
113,train,250000,128,15.609375000000002,8,20,0.1,28250000,1000000,1.35447,2.66183219682e-06,7062500,266589.421935,1998.6105370000005,125.08690181092543
113,test,125000,72,18.444444444444446,10,21,0.05,28250000,1000000,1.35447,0,7062500,266937.529415,348.0843510000268,359.1083587667243
114,train,250000,129,15.651162790697672,8,21,0.1,28500000,1000000,1.473,2.5653847781e-06,7125000,268933.966171,1996.4346389999846,125.22323301564491
114,test,125000,71,18.380281690140844,15,21,0.05,28500000,1000000,1.473,0,7125000,269282.443163,348.4560020000208,358.7253463350949
115,train,250000,127,15.283464566929133,8,20,0.1,28750000,1000000,1.28813,2.63576439357e-06,7187500,271277.54241399997,1995.0969770000083,125.30719202227479
115,test,125000,72,18.59722222222222,13,21,0.05,28750000,1000000,1.28813,0,7187500,271626.38818899996,348.8243899999652,358.34650208952553
116,train,250000,128,15.812499999999998,8,21,0.1,29000000,1000000,1.19672,2.56716890472e-06,7250000,273625.298171,1998.908077,125.06828246709816
116,test,125000,72,18.374999999999996,14,21,0.05,29000000,1000000,1.19672,0,7250000,273973.452315,348.13578100001905,359.05530779093675
117,train,250000,125,15.376000000000001,9,21,0.1,29250000,1000000,1.31027,2.67041218843e-06,7312500,275978.575157,2005.1209110000054,124.68076046113278
117,test,125000,71,18.661971830985923,14,21,0.05,29250000,1000000,1.31027,0,7312500,276327.18211299996,348.58674099994823,358.59080480636686
118,train,250000,128,15.914062499999996,5,21,0.1,29500000,1000000,1.30114,2.60848401492e-06,7375000,278331.31018699997,2004.1259609999834,124.74265832835148
118,test,125000,73,18.73972602739726,15,21,0.05,29500000,1000000,1.30114,0,7375000,278679.796983,348.46473000000697,358.71636133733676
119,train,250000,130,15.876923076923077,7,21,0.1,29750000,1000000,1.37006,2.37398718308e-06,7437500,280679.459483,1999.660379000008,125.02122991756241
119,test,125000,73,18.356164383561648,12,21,0.05,29750000,1000000,1.37006,0,7437500,281027.867933,348.38472899998305,358.7987348320485
120,train,250000,130,15.799999999999994,10,20,0.1,30000000,1000000,1.34798,2.36713368647e-06,7500000,283030.603053,2002.7330850000144,124.82941529874321
120,test,125000,72,18.694444444444446,12,21,0.05,30000000,1000000,1.34798,0,7500000,283378.885145,348.25975800002925,358.927487682885
121,train,250000,129,15.806201550387595,8,20,0.1,30250000,1000000,1.26568,2.27296489536e-06,7562500,285379.371834,2000.484701999987,124.96971346497286
121,test,125000,73,18.698630136986303,14,21,0.05,30250000,1000000,1.26568,0,7562500,285728.208843,348.82172499998705,358.34923985885524
122,train,250000,129,15.868217054263567,4,20,0.1,30500000,1000000,1.35284,2.13215218993e-06,7625000,287723.52129199996,1995.310375000001,125.29379044601012
122,test,125000,73,18.616438356164384,13,21,0.05,30500000,1000000,1.35284,0,7625000,288072.559645,349.0160679999972,358.1496998585206
123,train,250000,130,16.05384615384615,7,21,0.1,30750000,1000000,1.22321,2.01335391746e-06,7687500,290067.20966,1994.6480120000197,125.33539676974222
123,test,125000,73,18.753424657534246,16,21,0.05,30750000,1000000,1.22321,0,7687500,290416.04540199996,348.8165909999516,358.35451416362633
124,train,250000,130,15.838461538461539,8,21,0.1,31000000,1000000,1.33595,1.96901155022e-06,7750000,292419.602736,2003.5552859999589,124.77818892590575
124,test,125000,73,18.958904109589035,15,21,0.05,31000000,1000000,1.33595,0,7750000,292769.57437499997,349.9513029999798,357.1925548738626
125,train,250000,130,15.784615384615384,11,20,0.1,31250000,1000000,1.38511,1.99992250561e-06,7812500,294772.37606499996,2002.7996169999824,124.82526852810068
125,test,125000,72,18.65277777777778,14,21,0.05,31250000,1000000,1.38511,0,7812500,295122.361851,349.9621010000119,357.18153377984135
126,train,250000,131,15.854961832061072,6,21,0.1,31500000,1000000,1.20709,1.97726106595e-06,7875000,297122.890673,2000.5268090000027,124.96708310795732
126,test,125000,74,18.75675675675676,15,21,0.05,31500000,1000000,1.20709,0,7875000,297471.62317599996,348.70755499997176,358.4665666334936
127,train,250000,128,15.796875000000005,10,20,0.1,31750000,1000000,1.32119,2.00304681791e-06,7937500,299467.814859,1996.1896919999854,125.23859881749246
127,test,125000,73,18.65753424657534,16,21,0.05,31750000,1000000,1.32119,0,7937500,299816.444186,348.6068920000107,358.57007669256336
128,train,250000,129,16.038759689922472,7,21,0.1,32000000,1000000,1.40323,1.93077869335e-06,8000000,301814.132902,1997.686542999989,125.14475850879343
128,test,125000,73,18.46575342465753,14,21,0.05,32000000,1000000,1.40323,0,8000000,302162.603531,348.448144999973,358.7334350711199
129,train,250000,129,15.999999999999998,8,21,0.1,32250000,1000000,1.30583,2.02442639381e-06,8062500,304163.306397,2000.7007609999855,124.95621777793777
129,test,125000,73,18.78082191780822,15,21,0.05,32250000,1000000,1.30583,0,8062500,304512.42693899997,349.0970769999549,358.06659017089436
130,train,250000,128,15.898437499999998,10,21,0.1,32500000,1000000,1.26842,2.06400902997e-06,8125000,306513.66112999996,2001.2321299999603,124.92303928780363
130,test,125000,71,18.28169014084507,14,21,0.05,32500000,1000000,1.26842,0,8125000,306862.169782,348.4883100000443,358.69208926974943
131,train,250000,130,16.076923076923077,6,21,0.1,32750000,1000000,1.22747,1.99363344736e-06,8187500,308846.10584599996,1983.9341809999896,126.01224495965339
131,test,125000,73,18.808219178082187,16,21,0.05,32750000,1000000,1.22747,0,8187500,309195.443824,349.31538800004637,357.84280994796427
132,train,250000,130,15.86923076923077,7,21,0.1,33000000,1000000,1.41527,1.87984196342e-06,8250000,311190.161706,1994.715939000016,125.3311286645301
132,test,125000,73,18.64383561643836,14,21,0.05,33000000,1000000,1.41527,0,8250000,311538.39094199997,348.20830900000874,358.980520479185
133,train,250000,128,15.828124999999998,8,20,0.1,33250000,1000000,1.33185,1.79045688173e-06,8312500,313545.835737,2007.4427770000184,124.53655111086522
133,test,125000,72,18.583333333333343,14,21,0.05,33250000,1000000,1.33185,0,8312500,313894.120526,348.26375199999893,358.92337138778765
134,train,250000,131,16.152671755725187,9,21,0.1,33500000,1000000,1.25819,1.76748093772e-06,8375000,315893.13065899996,1999.0078639999847,125.06203927570037
134,test,125000,72,18.72222222222222,13,21,0.05,33500000,1000000,1.25819,0,8375000,316241.167928,348.01854199997615,359.17626480950133
135,train,250000,127,15.566929133858267,9,20,0.1,33750000,1000000,1.29707,1.797924436e-06,8437500,318240.16990599997,1998.9998599999817,125.06254002439114
135,test,125000,70,18.557142857142853,15,21,0.05,33750000,1000000,1.29707,0,8437500,318589.46733799996,349.2718889999669,357.88737638720147
136,train,250000,128,15.992187500000002,6,20,0.1,34000000,1000000,1.34861,1.9780302969e-06,8500000,320584.900829,1995.43144700001,125.28618829569781
136,test,125000,71,18.802816901408455,11,21,0.05,34000000,1000000,1.34861,0,8500000,320933.272742,348.351622999995,358.83283368541044
137,train,250000,128,15.9921875,10,20,0.1,34250000,1000000,1.4331,1.98531810492e-06,8562500,322925.185995,1991.9113080000388,125.50759614443392
137,test,125000,70,18.65714285714285,14,21,0.05,34250000,1000000,1.4331,0,8562500,323274.131017,348.9251740000327,358.24299682082636
138,train,250000,128,15.781249999999996,9,21,0.1,34500000,1000000,1.34175,2.02521055299e-06,8625000,325279.015516,2004.8825499999803,124.6955837886875
138,test,125000,73,18.575342465753437,14,21,0.05,34500000,1000000,1.34175,0,8625000,325627.311839,348.27497699996457,358.9118031870912
139,train,250000,128,15.851562500000005,10,21,0.1,34750000,1000000,1.43228,2.0420314181e-06,8687500,327625.247841,1997.9338679999928,125.12926679112729
139,test,125000,71,18.57746478873239,14,21,0.05,34750000,1000000,1.43228,0,8687500,327974.078377,348.81021999998484,358.36105948961426
140,train,250000,127,15.716535433070867,8,20,0.1,35000000,1000000,1.12989,2.06421183026e-06,8750000,329967.504844,1993.4245709999814,125.41231990262366
140,test,125000,71,18.535211267605643,14,21,0.05,35000000,1000000,1.12989,0,8750000,330316.966173,349.4393740000087,357.7158422908487
141,train,250000,125,15.295999999999998,1,20,0.1,35250000,1000000,1.24061,2.08519154484e-06,8812500,332319.418648,2002.4504610000295,124.84703360658884
141,test,125000,72,18.763888888888893,14,21,0.05,35250000,1000000,1.24061,0,8812500,332667.993197,348.55587600002764,358.62255841009
142,train,250000,129,15.697674418604652,9,21,0.1,35500000,1000000,1.26847,2.01794665598e-06,8875000,334663.309011,1995.313890999998,125.29356966221825
142,test,125000,73,18.835616438356173,14,21,0.05,35500000,1000000,1.26847,0,8875000,335011.777962,348.44648099999176,358.73514819626763
143,train,250000,128,15.7578125,6,20,0.1,35750000,1000000,1.31671,2.00030867724e-06,8937500,337013.726113,2001.9462160000112,124.87847975232448
143,test,125000,72,18.83333333333334,15,21,0.05,35750000,1000000,1.31671,0,8937500,337366.144203,352.397209000017,354.7133655079373
144,train,250000,128,15.726562499999998,10,20,0.1,36000000,1000000,1.30146,2.03175588227e-06,9000000,339349.194217,1983.0479090000154,126.06856287504755
144,test,125000,71,18.88732394366198,14,21,0.05,36000000,1000000,1.30146,0,9000000,339705.740832,356.5237349999952,350.6077933352787
145,train,250000,128,15.7890625,6,20,0.1,36250000,1000000,1.47433,2.00281725624e-06,9062500,341692.547264,1986.8042739999946,125.83021049007502
145,test,125000,73,18.904109589041095,15,21,0.05,36250000,1000000,1.47433,0,9062500,342047.24554,354.6788499999675,352.43150247050664
146,train,250000,129,15.821705426356592,8,21,0.1,36500000,1000000,1.26338,1.92254222448e-06,9125000,344028.947139,1981.6995609999867,126.15433990097235
146,test,125000,71,18.619718309859156,15,21,0.05,36500000,1000000,1.26338,0,9125000,344377.286598,348.3168060000171,358.86870184493444
147,train,250000,130,16.099999999999984,7,21,0.1,36750000,1000000,1.40649,1.87946985964e-06,9187500,346374.584937,1997.2962830000324,125.1692110619103
147,test,125000,73,18.712328767123285,14,21,0.05,36750000,1000000,1.40649,0,9187500,346723.283769,348.67885399999795,358.4960732950004
148,train,250000,130,16.130769230769232,8,20,0.1,37000000,1000000,1.23017,1.78135205329e-06,9250000,348716.169193,1992.883489000029,125.4463702368485
148,test,125000,71,18.253521126760564,15,21,0.05,37000000,1000000,1.23017,0,9250000,349072.321311,356.12908699997934,350.9963228586472
149,train,250000,129,15.806201550387591,4,20,0.1,37250000,1000000,1.30695,1.76259572621e-06,9312500,351067.254667,1994.9309749999666,125.31761907201034
149,test,125000,71,18.774647887323948,13,21,0.05,37250000,1000000,1.30695,0,9312500,351416.76157599996,349.4880819999962,357.665987591535
150,train,250000,128,15.8125,6,20,0.1,37500000,1000000,1.37858,1.80489301177e-06,9375000,353411.36096099997,1994.597425999993,125.33857546450122
150,test,125000,69,18.391304347826082,13,21,0.05,37500000,1000000,1.37858,0,9375000,353760.114793,348.73261499998625,358.44080714964076
151,train,250000,129,15.775193798449614,7,21,0.1,37750000,1000000,1.40603,1.87127373511e-06,9437500,355744.504883,1984.3880570000038,125.98342300948424
151,test,125000,71,18.450704225352105,15,21,0.05,37750000,1000000,1.40603,0,9437500,356093.735018,349.2075780000305,357.9532858819836
152,train,250000,128,15.867187499999995,7,21,0.1,38000000,1000000,1.35726,1.85928504068e-06,9500000,358093.999504,2000.2624589999905,124.98359846486585
152,test,125000,72,18.736111111111114,15,21,0.05,38000000,1000000,1.35726,0,9500000,358443.018833,348.9968220000155,358.1694506089068
153,train,250000,127,15.629921259842513,7,21,0.1,38250000,1000000,1.34279,1.80044795179e-06,9562500,360446.57078899996,2003.5499799999525,124.77851937589594
153,test,125000,72,18.249999999999993,14,21,0.05,38250000,1000000,1.34279,0,9562500,360795.695794,349.1037920000381,358.0597027716799
154,train,250000,129,15.806201550387593,1,21,0.1,38500000,1000000,1.35451,1.7523696876e-06,9625000,362802.580088,2006.8822289999807,124.571335770198
154,test,125000,74,18.932432432432442,15,21,0.05,38500000,1000000,1.35451,0,9625000,363151.000613,348.39882600004785,358.7842170282825
155,train,250000,129,15.852713178294575,4,21,0.1,38750000,1000000,1.34207,1.73296394246e-06,9687500,365145.399915,1994.397376000008,125.35114767419299
155,test,125000,71,18.591549295774644,12,21,0.05,38750000,1000000,1.34207,0,9687500,365493.99655499996,348.5766949999961,358.60113941352677
156,train,250000,130,16.25384615384615,11,21,0.1,39000000,1000000,1.39826,1.67662952248e-06,9750000,367491.01935899997,1997.0206969999708,125.18648423402077
156,test,125000,73,18.575342465753423,15,21,0.05,39000000,1000000,1.39826,0,9750000,367839.868921,348.827043999976,358.34377566209747
157,train,250000,126,15.67460317460318,8,21,0.1,39250000,1000000,1.17978,1.71256128174e-06,9812500,369838.78544,1998.9145760000101,125.06787583703063
157,test,125000,71,18.80281690140845,16,21,0.05,39250000,1000000,1.17978,0,9812500,370187.313424,348.50434799998766,358.6755824349268
158,train,250000,128,15.945312500000002,11,21,0.1,39500000,1000000,1.30693,1.69389151076e-06,9875000,372178.925931,1991.6104930000147,125.52655294731777
158,test,125000,73,19.02739726027397,15,21,0.05,39500000,1000000,1.30693,0,9875000,372527.72555699997,348.779516999959,358.39260595115366
159,train,250000,130,16.32307692307692,10,20,0.1,39750000,1000000,1.38996,1.67320096425e-06,9937500,374518.180224,1990.4524910000036,125.59958156770672
159,test,125000,71,18.80281690140844,13,21,0.05,39750000,1000000,1.38996,0,9937500,374867.481467,349.2799890000024,357.87907677699553
160,train,250000,126,15.595238095238098,6,21,0.1,40000000,1000000,1.21644,1.68201381269e-06,10000000,376864.01928,1996.5357990000048,125.2168882347195
160,test,125000,70,18.65714285714285,15,21,0.05,40000000,1000000,1.21644,0,10000000,377212.583007,348.53970199998,358.63920030552833
161,train,250000,129,16.24806201550388,8,21,0.1,40250000,1000000,1.39344,1.65946768513e-06,10062500,379209.87183799996,1997.2867009999463,125.16981156227442
161,test,125000,71,18.802816901408455,15,21,0.05,40250000,1000000,1.39344,0,10062500,379557.729367,347.83411900000647,359.3667014592024
162,train,250000,126,15.753968253968251,5,20,0.1,40500000,1000000,1.47029,1.69923070742e-06,10125000,381552.212205,1994.4809349999996,125.34589607395773
162,test,125000,73,19.041095890410958,14,21,0.05,40500000,1000000,1.47029,0,10125000,381900.844896,348.6095150000183,358.5673787475177
163,train,250000,125,15.48,6,20,0.1,40750000,1000000,1.33488,1.67434696035e-06,10187500,383899.22735299997,1998.3804209999507,125.10130572381452
163,test,125000,72,18.625000000000004,13,21,0.05,40750000,1000000,1.33488,0,10187500,384247.899736,348.652425999986,358.5232474476028
164,train,250000,127,15.984251968503937,9,20,0.1,41000000,1000000,1.2642,1.84638232076e-06,10250000,386244.610985,1996.7091800000053,125.20601522951847
164,test,125000,72,18.791666666666664,14,21,0.05,41000000,1000000,1.2642,0,10250000,386593.665983,349.0355040000286,358.1297563355897
165,train,250000,128,16.078124999999996,8,21,0.1,41250000,1000000,1.38727,1.80777916389e-06,10312500,388591.854857,1998.186839000031,125.11342539174643
165,test,125000,70,19.05714285714286,15,21,0.05,41250000,1000000,1.38727,0,10312500,388940.836502,348.95907400001306,358.20819492430024
166,train,250000,126,15.960317460317462,10,20,0.1,41500000,1000000,1.34788,1.74543625026e-06,10375000,390950.46211699996,2009.6236319999443,124.40140333700401
166,test,125000,73,18.71232876712329,14,21,0.05,41500000,1000000,1.34788,0,10375000,391298.687133,348.1998420000309,358.9892496274852
167,train,250000,127,15.763779527559057,5,20,0.1,41750000,1000000,1.20165,1.65546842777e-06,10437500,393311.493323,2012.8041099999682,124.2048338226038
167,test,125000,72,18.84722222222223,16,21,0.05,41750000,1000000,1.20165,0,10437500,393660.413718,348.8967760000378,358.2721555443277
168,train,250000,127,15.771653543307085,7,21,0.1,42000000,1000000,1.35481,1.64069760848e-06,10500000,395653.874309,1993.4584939999622,125.41018574124611
168,test,125000,70,18.414285714285715,13,21,0.05,42000000,1000000,1.35481,0,10500000,396002.25075999997,348.3550089999917,358.82934584127935
169,train,250000,131,16.450381679389317,3,21,0.1,42250000,1000000,1.34865,1.67536662723e-06,10562500,398000.933502,1998.6807350000017,125.08250848777996
169,test,125000,73,18.835616438356162,14,21,0.05,42250000,1000000,1.34865,0,10562500,398349.169589,348.21403999999166,358.9746122815812
170,train,250000,129,15.968992248062019,9,21,0.1,42500000,1000000,1.29973,1.50811737912e-06,10625000,400352.33521,2003.1637510000146,124.80257785974591
170,test,125000,74,18.891891891891902,15,21,0.05,42500000,1000000,1.29973,0,10625000,400702.059784,349.7020490000141,357.4471478146671
171,train,250000,130,15.969230769230768,9,20,0.1,42750000,1000000,1.2073,1.48807145594e-06,10687500,402699.500952,1997.4391629999736,125.16025750918116
171,test,125000,71,18.56338028169014,16,21,0.05,42750000,1000000,1.2073,0,10687500,403048.174746,348.65736499999184,358.51816868977636
172,train,250000,131,16.053435114503817,7,20,0.1,43000000,1000000,1.29255,1.45776634981e-06,10750000,405036.80870299996,1988.6318570000003,125.71457060792724
172,test,125000,73,18.91780821917809,16,21,0.05,43000000,1000000,1.29255,0,10750000,405386.367931,349.538542000053,357.6143542991063
173,train,250000,128,15.5390625,8,20,0.1,43250000,1000000,1.35611,1.52699190484e-06,10812500,407386.843456,2000.4735679999576,124.97040900667642
173,test,125000,71,18.50704225352112,15,21,0.05,43250000,1000000,1.35611,0,10812500,407735.64749299997,348.78148499998497,358.390583720364
174,train,250000,132,16.598484848484837,10,21,0.1,43500000,1000000,1.17169,1.50847713895e-06,10875000,409727.77911,1992.1296050000237,125.49384305746364
174,test,125000,71,18.61971830985916,13,21,0.05,43500000,1000000,1.17169,0,10875000,410077.66893,349.87431400001515,357.27115423510224
175,train,250000,131,16.63358778625955,10,21,0.1,43750000,1000000,1.25684,1.44103428026e-06,10937500,412090.657344,2012.9861880000099,124.1935992856394
175,test,125000,73,19.246575342465757,16,21,0.05,43750000,1000000,1.25684,0,10937500,412439.893232,349.21590700000525,357.9447484905037
176,train,250000,128,15.796874999999996,9,21,0.1,44000000,1000000,1.43146,1.38369528602e-06,11000000,414434.428745,1994.5334460000158,125.34259603486139
176,test,125000,73,18.657534246575334,14,21,0.05,44000000,1000000,1.43146,0,11000000,414783.382298,348.93138000002364,358.2366252069147
177,train,250000,130,16.18461538461538,9,20,0.1,44250000,1000000,1.32971,1.42511835739e-06,11062500,416782.853725,1999.469310000015,125.03317692833112
177,test,125000,71,18.43661971830986,15,21,0.05,44250000,1000000,1.32971,0,11062500,417132.294599,349.42133800004376,357.73430642631314
178,train,250000,129,16.023255813953487,9,20,0.1,44500000,1000000,1.27552,1.32267983667e-06,11125000,419129.754564,1997.4579120000126,125.15908270111197
178,test,125000,71,18.549295774647884,15,21,0.05,44500000,1000000,1.27552,0,11125000,419478.375486,348.6024059999618,358.5746909618682
179,train,250000,129,15.875968992248062,7,20,0.1,44750000,1000000,1.31304,1.37805346321e-06,11187500,421480.35443999997,2001.97687699995,124.87656719324148
179,test,125000,72,18.805555555555564,15,21,0.05,44750000,1000000,1.31304,0,11187500,421829.062078,348.68513900000835,358.48961145429547
180,train,250000,131,16.29770992366413,10,21,0.1,45000000,1000000,1.3682,1.40438157582e-06,11250000,423819.290277,1990.2261440000148,125.61386591854466
180,test,125000,73,19.08219178082191,15,21,0.05,45000000,1000000,1.3682,0,11250000,424168.212375,348.90031699999236,358.268519429298
181,train,250000,130,16.276923076923087,11,21,0.1,45250000,1000000,1.44583,1.35430616742e-06,11312500,426168.15717099997,1999.94276299997,125.00357741488212
181,test,125000,71,18.56338028169014,16,21,0.05,45250000,1000000,1.44583,0,11312500,426516.739228,348.56608399999095,358.6120558992861
182,train,250000,130,15.984615384615385,3,20,0.1,45500000,1000000,1.44887,1.33529667562e-06,11375000,428521.539877,2004.7987149999826,124.70079820457296
182,test,125000,73,19.095890410958905,14,21,0.05,45500000,1000000,1.44887,0,11375000,428870.06059899996,348.4962429999723,358.68392417650807
183,train,250000,130,15.561538461538461,-18,20,0.1,45750000,1000000,1.1633,1.3558384968e-06,11437500,430863.147307,1993.084702000022,125.43370572717248
183,test,125000,74,18.70270270270269,14,21,0.05,45750000,1000000,1.1633,0,11437500,431211.52920399996,348.3593159999582,358.8249093933087
184,train,250000,129,15.736434108527128,8,21,0.1,46000000,1000000,1.4171,1.399469826e-06,11500000,433215.073431,2003.5421780000324,124.77900527632214
184,test,125000,73,18.931506849315074,14,21,0.05,46000000,1000000,1.4171,0,11500000,433564.83343999996,349.73821799998404,357.41018157759845
185,train,250000,127,15.755905511811024,7,21,0.1,46250000,1000000,1.30304,1.45810080927e-06,11562500,435563.404002,1998.5683270000154,125.08954366112
185,test,125000,74,19.05405405405405,16,21,0.05,46250000,1000000,1.30304,0,11562500,435912.917909,349.4897920000367,357.66423758662137
186,train,250000,128,15.570312499999998,-3,21,0.1,46500000,1000000,1.28477,1.40968804874e-06,11625000,437912.147105,1999.2269240000169,125.04833593367408
186,test,125000,67,14.29850746268657,3,21,0.05,46500000,1000000,1.28477,0,11625000,438260.647025,348.4774660000112,358.703251130723
187,train,250000,128,15.539062499999995,-3,20,0.1,46750000,1000000,1.28649,1.48607084108e-06,11687500,440248.781766,1988.132770999975,125.74612905467929
187,test,125000,73,18.931506849315067,15,21,0.05,46750000,1000000,1.28649,0,11687500,440597.352576,348.54774700000416,358.63092237976366
188,train,250000,129,15.899224806201547,7,21,0.1,47000000,1000000,1.14628,1.58132095964e-06,11750000,442588.150108,1990.7956639999757,125.5779307343333
188,test,125000,71,18.718309859154928,15,21,0.05,47000000,1000000,1.14628,0,11750000,442936.84534299996,348.67391699994914,358.5011493705112
189,train,250000,127,15.881889763779533,11,21,0.1,47250000,1000000,1.22601,1.49247500045e-06,11812500,444935.522276,1998.6748810000136,125.08287484701636
189,test,125000,71,18.718309859154928,15,21,0.05,47250000,1000000,1.22601,0,11812500,445284.686913,349.14297000004444,358.01952420804605
190,train,250000,131,16.45038167938932,9,21,0.1,47500000,1000000,1.34468,1.45041752888e-06,11875000,447284.205178,1999.516271999979,125.03024031404463
190,test,125000,71,18.732394366197187,14,21,0.05,47500000,1000000,1.34468,0,11875000,447633.025975,348.79804299998796,358.3735703471373
191,train,250000,132,16.530303030303035,10,20,0.1,47750000,1000000,1.3494,1.30528349824e-06,11937500,449631.99686199997,1998.9688200000091,125.06448199627188
191,test,125000,72,18.72222222222223,15,21,0.05,47750000,1000000,1.3494,0,11937500,449981.126109,349.10886700003175,358.054497653274
192,train,250000,130,16.023076923076918,4,21,0.1,48000000,1000000,1.39091,1.23406664847e-06,12000000,451975.835412,1994.7071410000208,125.33168145909666
192,test,125000,73,18.561643835616444,13,21,0.05,48000000,1000000,1.39091,0,12000000,452324.4225,348.5613799999701,358.6168955379128
193,train,250000,132,16.424242424242422,10,21,0.1,48250000,1000000,1.23621,1.22634088064e-06,12062500,454288.097426,1963.6729550000164,127.31244241228444
193,test,125000,71,18.14084507042254,14,21,0.05,48250000,1000000,1.23621,0,12062500,454646.576873,358.45720500004245,348.71666200707335
